stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,2005,6,2,-1960,0,1960,-4,0,4,3745,0,1960,7,0,4,5705,0,0,11,0,0
20260601,1999,-11,5,1,-1,0,0,0,0,36897,0,0,74,0,0,36896,1,0,74,0,0
20260529,2010,5,2,-5001,1,5000,-10,0,10,713,1,5000,1,0,10,5714,0,0,11,0,0
20260528,2005,5,2,0,0,0,0,0,0,3644,0,0,7,0,0,3644,0,0,7,0,0
20260527,2000,-5,5,6441,-465,-5976,13,-1,-12,9751,0,0,20,0,0,3310,465,5976,7,1,12
20260526,2005,-5,5,-167,465,-298,0,1,-1,6687,465,0,13,1,0,6854,0,298,14,0,1
20260522,2010,0,3,0,0,0,0,0,0,286,0,0,1,0,0,286,0,0,1,0,0
20260521,2010,0,3,0,0,0,0,0,0,7066,0,0,14,0,0,7066,0,0,14,0,0
20260520,2010,5,2,695,0,-695,1,0,-1,17087,0,0,34,0,0,16392,0,695,33,0,1
20260519,2005,0,3,-1482,0,1482,-3,0,3,29550,0,1482,59,0,3,31032,0,0,62,0,0
20260518,2005,0,3,-6486,0,6486,-13,0,13,263,0,6486,1,0,13,6749,0,0,14,0,0
20260515,2005,-5,5,-2354,0,2354,-5,0,5,5461,0,2354,11,0,5,7815,0,0,16,0,0
20260514,2010,0,3,-1520,0,1520,-3,0,3,296,0,1520,1,0,3,1816,0,0,4,0,0
20260513,2010,0,3,-1445,0,1445,-3,0,3,5623,16,1520,11,0,3,7068,16,75,14,0,0
20260512,2010,5,2,-5311,0,5311,-11,0,11,519,0,5311,1,0,11,5830,0,0,12,0,0
20260511,2005,-5,5,0,0,0,0,0,0,16821,0,0,34,0,0,16821,0,0,34,0,0
20260508,2010,5,2,-1517,0,1517,-3,0,3,1046,0,1517,2,0,3,2563,0,0,5,0,0
20260507,2005,0,3,-1507,0,1507,-3,0,3,3040,0,1507,6,0,3,4547,0,0,9,0,0
20260506,2005,0,3,-14681,0,14680,-29,0,29,5833,0,14680,12,0,29,20514,0,0,41,0,0
20260504,2005,-5,5,9,-9,0,0,0,0,2489,0,0,5,0,0,2480,9,0,5,0,0
20260430,2010,10,2,0,0,0,0,0,0,585,0,0,1,0,0,585,0,0,1,0,0
20260429,2000,-10,5,0,0,0,0,0,0,842,0,0,2,0,0,842,0,0,2,0,0
20260428,2010,5,2,0,0,0,0,0,0,1252,0,0,3,0,0,1252,0,0,3,0,0
20260427,2005,-15,5,190,-190,0,0,0,0,26212,0,0,53,0,0,26022,190,0,52,0,0
20260424,2020,5,2,-2277,190,0,-5,0,0,5554,190,0,11,0,0,7831,0,0,16,0,0
20260423,2015,-10,5,-1908,0,1180,-4,0,2,4546,0,1180,9,0,2,6454,0,0,13,0,0
20260422,2025,5,2,-1464,0,1464,-3,0,3,23,2,1464,0,0,3,1487,2,0,3,0,0
20260421,2020,-5,5,-5000,0,5000,-10,0,10,155,0,5000,0,0,10,5155,0,0,10,0,0
20260420,2025,10,2,-10000,0,10000,-20,0,20,1230,0,10000,2,0,20,11230,0,0,23,0,0
20260417,2015,0,3,-6460,0,6460,-13,0,13,1477,0,6460,3,0,13,7937,0,0,16,0,0
