stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,23150,-650,5,455,-1,2,11,0,0,7305,3287,2,169,76,0,6850,3288,0,158,76,0
20260601,23800,-1250,5,-3914,3868,-6,-93,92,0,10411,7434,16,249,177,0,14325,3566,22,342,86,1
20260529,25050,150,2,1587,-1298,10,40,-33,0,12430,4039,10,306,99,0,10843,5337,0,266,132,0
20260528,24900,-100,5,1438,-1460,95,36,-37,2,10683,2567,113,260,62,3,9245,4027,18,224,99,0
20260527,25000,-1350,5,-323,65,248,-8,2,6,8193,3523,259,207,89,6,8516,3458,11,215,87,0
20260526,26350,-450,5,3642,-3546,-100,98,-95,-3,8500,1155,3,227,31,0,4858,4701,103,129,126,3
20260522,26800,1200,2,796,-811,0,21,-22,0,5106,2554,21,136,68,1,4310,3365,21,115,90,1
20260521,25600,1450,2,1199,-1216,5,31,-31,0,6459,2076,6,166,53,0,5260,3292,1,135,85,0
20260520,24150,-900,5,-2453,2453,0,-59,59,0,8908,6255,4,216,151,0,11361,3802,4,275,92,0
20260519,25050,-750,5,-5069,5262,2,-128,133,0,4718,6651,4,119,168,0,9787,1389,2,247,35,0
20260518,25800,-650,5,-1792,3411,-14,-47,88,0,8824,6295,8,225,162,0,10616,2884,22,272,74,1
20260515,26450,-750,5,-18,2704,-2478,-1,71,-65,17409,7610,22,464,201,1,17427,4906,2500,464,131,65
20260514,27200,200,2,323,8,-531,9,0,-14,11396,4157,32,306,111,1,11073,4149,563,297,111,15
20260513,27000,-950,5,-1973,2728,-760,-53,74,-21,12506,5859,4,339,159,0,14479,3131,764,392,85,21
20260512,27950,-1550,5,-724,701,13,-19,19,0,12956,5855,27,369,166,1,13680,5154,14,388,147,0
20260511,29500,-1100,5,6644,-4182,-2470,199,-125,-74,22595,4012,25,672,119,1,15951,8194,2495,473,244,75
20260508,30600,-1150,5,3359,-788,-2571,103,-24,-78,12992,3170,8,397,97,0,9633,3958,2579,294,121,79
20260507,31750,1600,2,2346,1378,5,75,42,0,36975,10334,8,1164,324,0,34629,8956,3,1090,282,0
20260506,30150,700,2,-5300,4010,1284,-158,119,39,17819,6763,2672,529,201,80,23119,2753,1388,687,82,42
20260504,29450,-1250,5,-828,780,3,-21,20,0,40046,10031,7,1185,296,0,40874,9251,4,1206,276,0
20260430,30700,-1200,5,-1467,1442,24,-43,42,1,17230,5009,27,530,153,1,18697,3567,3,573,110,0
20260429,31900,150,2,3380,-1199,2,106,-38,0,12183,2671,6,385,85,0,8803,3870,4,279,123,0
20260428,31750,-150,5,2436,-756,-677,79,-23,-22,21750,7164,5,704,234,0,19314,7920,682,625,257,22
20260427,31900,-400,5,1533,-1541,5,49,-49,0,15191,1768,6,484,56,0,13658,3309,1,435,106,0
20260424,32300,-150,5,1805,-1886,21,58,-60,1,17626,10591,24,566,342,1,15821,12477,3,508,402,0
20260423,32450,300,2,1339,-1283,4,43,-41,0,12396,3131,6,398,101,0,11057,4414,2,355,142,0
20260422,32150,-800,5,1707,-1674,-99,55,-54,-3,13477,2042,3,433,65,0,11770,3716,102,378,119,3
20260421,32950,650,2,-5122,4636,-14,-173,157,0,18313,11824,4,609,396,0,23435,7188,18,782,240,1
20260420,32300,150,2,-4231,4242,-11,-136,137,0,12543,5749,6,403,185,0,16774,1507,17,540,48,1
20260417,32150,250,2,-1623,1616,1,-52,52,0,21029,5085,3,672,163,0,22652,3469,2,724,111,0
