stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,1986,-3,5,1860,-1360,-500,4,-3,-1,46149,98,3500,92,0,7,44289,1458,4000,88,3,8
20260601,1989,-3,5,-5186,186,5000,-10,0,10,32089,665,5000,64,1,10,37275,479,0,74,1,0
20260529,1992,1,2,-61860,-417,62277,-123,-1,124,11610,0,62277,23,0,124,73470,417,0,146,1,0
20260528,1991,-2,5,-22583,1724,17859,-45,3,35,27766,1859,17859,55,4,35,50349,135,0,100,0,0
20260527,1993,1,2,-88194,92,88102,-176,0,175,21564,188,88102,43,0,175,109758,96,0,219,0,0
20260526,1992,1,2,-53608,-1774,55382,-107,-4,110,44300,296,55382,88,1,110,97908,2070,0,195,4,0
20260522,1991,-3,5,-7559,-1561,9120,-15,-3,18,35701,0,9120,71,0,18,43260,1561,0,86,3,0
20260521,1994,0,3,-18865,-135,19000,-38,0,38,30850,1234,19000,61,2,38,49715,1369,0,99,3,0
20260520,1994,-2,5,-21382,-84,21466,-43,0,43,47659,2681,21466,95,5,43,69041,2765,0,137,6,0
20260519,1996,6,2,-162483,-1994,164477,-323,-4,327,34375,66,164477,68,0,327,196858,2060,0,392,4,0
20260518,1990,-4,5,-48654,3654,45000,-97,7,90,101037,4158,45000,201,8,90,149691,504,0,298,1,0
20260515,1994,-3,5,-102734,234,102500,-205,0,204,34205,1455,102500,68,3,204,136939,1221,0,273,2,0
20260514,1997,1,2,-124206,159,124047,-248,0,248,92678,2883,125000,185,6,250,216884,2724,953,433,5,2
20260513,1996,10,2,-95812,475,95337,-191,1,190,117516,4544,95337,234,9,190,213328,4069,0,424,8,0
20260512,1986,-6,5,-13290,-424,13714,-26,-1,27,192729,253,13714,383,1,27,206019,677,0,409,1,0
20260511,1992,-4,5,-68438,-1526,56913,-136,-3,113,247020,612,61036,491,1,121,315458,2138,4123,627,4,8
20260508,1996,2,2,-112356,-1190,113546,-224,-2,226,162921,4239,113546,324,8,226,275277,5429,0,548,11,0
20260507,1994,-3,5,-34702,-25753,60455,-69,-51,121,284445,3999,60455,566,8,121,319147,29752,0,635,59,0
20260506,1997,2,2,-491732,-3594,495326,-980,-7,987,715558,391,495870,1425,1,989,1207290,3985,544,2405,8,1
20260504,1995,-360,5,-201516,23991,157566,-416,62,315,5115836,321537,157566,10788,716,315,5317352,297546,0,11204,654,0
20260430,2355,355,2,3236482,-316611,-2812469,20783,-2018,-18067,127934818,2425965,3000,732862,13504,19,124698336,2742576,2815469,712080,15522,18085
