stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,12980,-470,5,-25303,57758,130,-322,734,2,45006,79864,602,571,1015,8,70309,22106,472,892,282,6
20260601,13450,-620,5,-10325,10433,-108,-139,141,-1,38175,34364,228,516,466,3,48500,23931,336,655,326,5
20260529,14070,-1310,5,6316,-7275,-41,95,-108,-1,62295,29116,345,882,409,5,55979,36391,386,787,518,5
20260528,15380,520,2,-9118,9073,45,-137,136,1,47306,38345,689,722,584,10,56424,29272,644,859,448,10
20260527,14860,-590,5,-22381,22311,70,-335,334,1,51150,35713,411,770,537,6,73531,13402,341,1105,203,5
20260526,15450,-310,5,1282,-1220,-62,19,-18,-1,47139,19245,95,736,301,2,45857,20465,157,717,320,2
20260522,15760,40,2,10622,-10526,-96,170,-169,-2,47588,17789,312,768,288,5,36966,28315,408,598,457,7
20260521,15720,520,2,-12493,18250,-5757,-198,288,-90,31928,35545,192,505,562,3,44421,17295,5949,703,274,93
20260520,15200,-830,5,-16366,16729,-363,-250,256,-6,33767,31952,408,520,491,6,50133,15223,771,771,235,12
20260519,16030,-770,5,-12382,34625,-22123,-192,547,-352,62589,53171,252,1000,848,4,74971,18546,22375,1192,301,356
20260518,16800,-260,5,-7638,7894,-256,-130,134,-4,60486,36916,587,1000,614,10,68124,29022,843,1130,480,14
20260515,17060,-2800,5,62256,-61840,-416,1129,-1121,-8,216619,33333,111,3933,610,2,154363,95173,527,2805,1731,10
20260514,19860,1470,2,52109,-41759,-12851,1183,-981,-255,872986,220722,2300,18090,4439,47,820877,262481,15151,16907,5420,302
20260513,18390,-410,5,2459,5644,-10721,42,105,-194,54920,33695,686,1003,618,12,52461,28051,11407,960,514,207
20260512,18800,-180,5,-18996,18956,36,-349,348,1,97828,47859,181,1815,887,3,116824,28903,145,2164,538,3
20260511,18980,-500,5,-10531,12231,-1506,-199,231,-29,104616,36791,81,1959,694,2,115147,24560,1587,2158,463,30
20260508,19480,-310,5,8577,-9383,-130,163,-179,-3,117322,30178,198,2295,596,4,108745,39561,328,2132,775,7
20260507,19790,-710,5,39551,-37577,-1285,792,-752,-26,157961,22542,98,3176,460,2,118410,60119,1383,2385,1212,28
20260506,20500,100,2,17044,-9905,-5861,348,-201,-120,154455,48870,239,3169,1001,5,137411,58775,6100,2821,1202,125
20260504,20400,-950,5,85214,95877,-51067,1703,1964,-1027,379997,189343,3095,7747,3873,61,294783,93466,54162,6044,1909,1088
20260430,21350,-1550,5,25827,-25406,-421,571,-562,-9,189330,23054,3,4125,502,0,163503,48460,424,3554,1064,9
20260429,22900,0,3,-1982,2444,-758,-42,53,-18,146817,28316,107,3409,657,2,148799,25872,865,3452,604,20
20260428,22900,-1950,5,17083,-15275,-107,403,-360,-2,229950,44214,345,5476,1061,8,212867,59489,452,5073,1421,11
20260427,24850,1500,2,48755,-51304,-936,1170,-1233,-22,525071,114252,431,12688,2771,10,476316,165556,1367,11518,4004,33
20260424,23350,1950,2,-18352,26430,-6230,-443,633,-146,636308,207162,240,14919,4860,6,654660,180732,6470,15363,4227,152
20260423,21400,900,2,-80945,89197,-8132,-1745,1920,-173,593575,199779,300,12832,4315,6,674520,110582,8432,14577,2395,179
20260422,20500,-50,5,-12116,14880,-2702,-273,331,-56,262125,67949,360,5464,1436,7,274241,53069,3062,5737,1105,63
20260421,20550,-1050,5,-2164,4378,-2164,-48,95,-46,220306,11936,0,4608,255,0,222470,7558,2164,4656,160,46
20260420,21600,-850,5,136676,-129248,-7178,3042,-2878,-158,479082,20905,0,10630,468,0,342406,150153,7178,7588,3346,158
20260417,22450,-1800,5,108599,20285,-121363,2328,517,-2675,885279,248346,79615,19459,5517,1775,776680,228061,200978,17132,5000,4451
