stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,1985,-12,5,-12665,421,3000,-25,1,6,38770,548,7100,77,1,14,51435,127,4100,102,0,8
20260601,1997,-3,5,-2080,-920,3000,-4,-2,6,49249,52,3000,98,0,6,51329,972,0,103,2,0
20260529,2000,4,2,-11906,1049,10857,-24,2,22,28386,1077,10857,57,2,22,40292,28,0,81,0,0
20260528,1996,-1,5,-6012,-958,3000,-12,-2,6,16103,17,3000,32,0,6,22115,975,0,44,2,0
20260527,1997,-3,5,-187,187,0,0,0,0,14882,228,0,30,0,0,15069,41,0,30,0,0
20260526,2000,1,2,-5969,969,5000,-12,2,10,19103,1216,5000,38,2,10,25072,247,0,50,0,0
20260522,1999,1,2,20,-20,0,0,0,0,8172,0,0,16,0,0,8152,20,0,16,0,0
20260521,1998,-1,5,-180,180,0,0,0,0,17075,180,0,34,0,0,17255,0,0,34,0,0
20260520,1999,-1,5,2905,-2905,0,6,-6,0,41139,48,0,82,0,0,38234,2953,0,76,6,0
20260519,2000,0,3,-7465,983,6482,-15,2,13,24457,1589,6482,49,3,13,31922,606,0,64,1,0
20260518,2000,0,3,-16674,188,16486,-33,0,33,29899,327,16486,60,1,33,46573,139,0,93,0,0
20260515,2000,-5,5,-13697,18,13679,-27,0,27,27932,554,13679,56,1,27,41629,536,0,83,1,0
20260514,2005,5,2,-3534,10,3524,-7,0,7,16897,10,3524,34,0,7,20431,0,0,41,0,0
20260513,2000,-5,5,-7527,0,7527,-15,0,15,9408,0,7527,19,0,15,16935,0,0,34,0,0
20260512,2005,5,2,-64,-1461,1525,0,-3,3,49599,144,1525,99,0,3,49663,1605,0,99,3,0
20260511,2000,-5,5,28764,-905,-27859,58,-2,-56,53787,38,3527,108,0,7,25023,943,31386,50,2,63
20260508,2005,-5,5,-13188,1679,11509,-27,3,23,8130,1679,11509,16,3,23,21318,0,0,43,0,0
20260507,2010,0,3,-1507,0,1507,-3,0,3,20389,437,1507,41,1,3,21896,437,0,44,1,0
20260506,2010,5,2,-16084,93,15991,-32,0,32,23939,129,15991,48,0,32,40023,36,0,80,0,0
20260504,2005,0,3,940,-940,0,2,-2,0,28328,3,0,57,0,0,27388,943,0,55,2,0
20260430,2005,-10,5,-14325,-775,15100,-29,-2,30,14695,6,15100,30,0,30,29020,781,0,58,2,0
20260429,2015,5,2,-20348,348,20000,-41,1,40,30132,348,20000,61,1,40,50480,0,0,102,0,0
20260428,2010,-5,5,-5798,379,5419,-12,1,11,28902,379,5419,58,1,11,34700,0,0,70,0,0
20260427,2015,-5,5,-3000,0,3000,-6,0,6,6189,0,3000,12,0,6,9189,0,0,18,0,0
20260424,2020,5,2,-14608,1171,5000,-29,2,10,25239,1342,5000,51,3,10,39847,171,0,80,0,0
20260423,2015,-5,5,-3298,121,3177,-7,0,6,8697,121,3177,17,0,6,11995,0,0,24,0,0
20260422,2020,-5,5,-1652,195,1457,-3,0,3,10356,204,1457,21,0,3,12008,9,0,24,0,0
20260421,2025,5,2,-12750,50,12700,-26,0,26,4870,659,12700,10,1,26,17620,609,0,36,1,0
20260420,2020,-5,5,193,-253,0,0,-1,0,7757,176,0,16,0,0,7564,429,0,15,1,0
20260417,2025,10,2,-1456,-1,1457,-3,0,3,130015,0,1457,263,0,3,131471,1,0,266,0,0
