stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,15920,-1700,5,-27985,56214,-17303,-456,902,-275,105332,86356,476,1680,1386,8,133317,30142,17779,2136,484,282
20260601,17620,-1390,5,14182,7693,-12565,256,135,-225,110799,41223,687,1985,739,12,96617,33530,13252,1729,605,237
20260529,19010,-1340,5,2575,-3795,4648,50,-74,89,95382,17193,4925,1847,338,95,92807,20988,277,1798,412,5
20260528,20350,-1550,5,17566,-16573,-984,363,-343,-20,84110,11332,532,1723,234,11,66544,27905,1516,1360,576,31
20260527,21900,750,2,17342,-20324,2024,398,-461,43,208410,68673,2559,4536,1492,55,191068,88997,535,4138,1954,11
20260526,21150,-200,5,5000,-5082,73,109,-111,2,72237,19064,192,1564,414,4,67237,24146,119,1455,524,3
20260522,21350,500,2,10859,-8518,-2499,228,-179,-53,68700,21684,143,1453,460,3,57841,30202,2642,1225,639,56
20260521,20850,2500,2,-39901,41219,-1162,-841,859,-15,215384,123692,6737,4582,2623,146,255285,82473,7899,5424,1764,161
20260520,18350,-1270,5,-11125,31765,-21870,-198,571,-396,87161,60480,2358,1594,1098,43,98286,28715,24228,1792,527,439
20260519,19620,-1380,5,-2822,3284,-462,-58,67,-9,112899,22999,147,2278,466,3,115721,19715,609,2335,399,12
20260518,21000,-1350,5,11563,-2720,-8843,243,-58,-185,104138,20044,166,2178,418,4,92575,22764,9009,1935,476,189
20260515,22350,-500,5,28208,-18208,-10100,651,-428,-225,167215,15062,86,3868,347,2,139007,33270,10186,3217,776,227
20260514,22850,150,2,36255,1696,10365,841,56,257,241672,68901,11177,5806,1665,277,205417,67205,812,4965,1609,20
20260513,22700,-400,5,7002,-2229,10528,163,-55,247,112215,22687,11549,2585,524,271,105213,24916,1021,2421,580,23
20260512,23100,-2200,5,23153,1638,468,572,38,5,266562,39054,16211,6446,947,383,243409,37416,15743,5874,908,379
20260511,25300,-800,5,60628,-19000,2067,1574,-496,54,208902,6332,12279,5408,164,315,148274,25332,10212,3834,660,261
20260508,26100,250,2,23019,16037,-24653,609,436,-661,741790,135616,4690,20323,3719,127,718771,119579,29343,19713,3283,787
20260507,25850,150,2,18095,5245,-5129,462,151,-134,265223,56035,5242,7031,1497,137,247128,50790,10371,6569,1346,271
20260506,25700,-1100,5,12681,-7583,-5100,335,-203,-132,182708,11600,138,4821,310,4,170027,19183,5238,4486,512,136
20260504,26800,350,2,8205,4457,-7462,217,115,-197,130296,19007,137,3435,499,4,122091,14550,7599,3218,383,201
20260430,26450,-1650,5,36488,-24753,-10786,999,-687,-287,262625,23710,343,7176,655,10,226137,48463,11129,6176,1342,296
20260429,28100,1350,2,-1037,-9183,9341,-38,-245,260,391317,62886,9626,10886,1751,267,392354,72069,285,10924,1997,8
20260428,26750,0,3,23798,-17310,-8798,626,-459,-228,224204,36936,0,5860,967,0,200406,54246,8798,5234,1426,228
20260427,26750,700,2,-14137,15777,-1722,-375,419,-47,239458,57797,4350,6442,1549,117,253595,42020,6072,6817,1130,164
20260424,26050,-200,5,20748,-21307,-192,529,-543,-5,223133,50794,726,5716,1303,19,202385,72101,918,5187,1847,24
20260423,26250,-800,5,64799,-68287,2043,1759,-1853,54,321435,52512,2481,8646,1407,66,256636,120799,438,6886,3260,12
20260422,27050,-250,5,-25181,-10079,37490,-692,-285,1038,377918,104493,41275,10491,2904,1141,403099,114572,3785,11183,3189,104
20260421,27300,1750,2,31474,21069,-10021,926,538,-288,1259593,332795,10331,34517,9072,279,1228119,311726,20352,33591,8534,568
20260420,25550,3050,2,-45911,85815,394,-1115,2122,21,949474,258875,23479,24075,6514,610,995385,173060,23085,25191,4392,589
20260417,22500,-1550,5,54732,-50086,-6454,1253,-1149,-147,268799,26226,150,6199,614,3,214067,76312,6604,4945,1763,151
