stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,27000,-3100,5,27727,-27024,744,780,-761,20,225128,33827,1352,6248,948,38,197401,60851,608,5467,1709,17
20260601,30100,-2200,5,-22667,21571,431,-843,806,14,482683,189451,1310,16015,6416,43,505350,167880,879,16858,5610,29
20260529,32300,1900,2,-768,4986,-2937,-5,145,-98,519183,196344,384,17159,6492,12,519951,191358,3321,17164,6347,111
20260528,30400,600,2,-11941,5380,-227,-378,176,-7,112157,48391,75,3431,1496,2,124098,43011,302,3808,1319,9
20260527,29800,-1100,5,816,-7798,-434,25,-231,-13,98160,15166,1798,2914,452,53,97344,22964,2232,2890,683,66
20260526,30900,-950,5,26041,-26000,-578,816,-816,-18,115666,15913,1050,3638,511,33,89625,41913,1628,2822,1327,50
20260522,31850,450,2,-15658,15352,-50,-514,504,-2,68597,36338,107,2224,1186,3,84255,20986,157,2738,682,5
20260521,31400,2000,2,-5946,5827,50,-181,178,2,80874,29260,51,2535,914,2,86820,23433,1,2716,737,0
20260520,29400,-2200,5,6551,1249,-8000,196,35,-237,120476,29363,98,3576,874,3,113925,28114,8098,3380,839,240
20260519,31600,-400,5,-296,-1478,252,-4,-52,8,68807,22958,608,2175,724,19,69103,24436,356,2179,776,11
20260518,32000,-950,5,14952,-15777,-108,474,-499,-3,130057,28097,67,4066,873,2,115105,43874,175,3592,1372,6
20260515,32950,-1800,5,-17145,3895,13078,-985,492,486,359817,173832,13267,12844,6500,493,376962,169937,189,13829,6007,7
20260514,34750,1400,2,18591,-18075,-506,677,-661,-18,262230,78433,137,9342,2790,5,243639,96508,643,8665,3451,22
20260513,33350,-1250,5,1970,-1804,472,71,-67,16,89989,33637,790,3023,1130,26,88019,35441,318,2953,1197,11
20260512,34600,1500,2,-48412,45032,-1,-1705,1586,0,323282,163115,188,11411,5750,7,371694,118083,189,13115,4163,7
20260511,33100,-2800,5,895,-1146,501,14,-23,17,268617,60711,736,9109,2078,25,267722,61857,235,9094,2101,8
20260508,35900,-650,5,14117,-8026,-6204,512,-292,-225,152958,29339,516,5579,1078,19,138841,37365,6720,5066,1370,243
20260507,36550,-2450,5,8302,-13503,5900,305,-496,217,230433,47409,5903,8589,1788,217,222131,60912,3,8284,2284,0
20260506,39000,-1800,5,11117,-10427,1000,438,-411,39,225424,45858,1088,8859,1808,43,214307,56285,88,8421,2219,4
20260504,40800,2000,2,911,18007,467,19,749,19,347790,104497,531,14042,4235,21,346879,86490,64,14023,3486,3
20260430,38800,400,2,10870,-5980,-5243,396,-203,-206,402589,108234,62,15996,4345,2,391719,114214,5305,15600,4548,208
20260429,38400,-1600,5,19224,-18392,-706,734,-702,-28,245286,43469,1576,9434,1685,60,226062,61861,2282,8700,2386,88
20260428,40000,2050,2,-35606,25110,13854,-1400,976,562,910311,242401,15981,36982,9825,649,945917,217291,2127,38382,8850,87
20260427,37950,1600,2,13336,-8525,-1261,503,-322,-47,196306,33917,0,7365,1271,0,182970,42442,1261,6862,1593,47
20260424,36350,200,2,12749,-11646,-1144,465,-425,-42,128453,22477,0,4678,818,0,115704,34123,1144,4213,1243,42
20260423,36150,-800,5,7129,10091,424,265,352,15,200940,60337,513,7244,2173,18,193811,50246,89,6980,1821,3
20260422,36950,-200,5,2815,14002,-1818,109,500,-66,166995,47538,1,6107,1731,0,164180,33536,1819,5998,1231,67
20260421,37150,-2550,5,16979,-11743,-1164,657,-459,-46,328454,37252,2,12619,1449,0,311475,48995,1166,11962,1908,46
20260420,39700,-700,5,22092,-19680,-3035,896,-799,-122,293450,29985,1,11881,1214,0,271358,49665,3036,10985,2013,122
20260417,40400,900,2,-5058,6700,98,-199,264,4,289834,60394,250,11655,2430,10,294892,53694,152,11854,2166,6
