stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,21950,-1050,5,-25367,23671,-378,-557,520,-8,49726,53459,59,1090,1175,1,75093,29788,437,1647,655,10
20260601,23000,-1750,5,-9572,10227,-897,-221,236,-21,74866,41415,354,1709,951,8,84438,31188,1251,1930,715,29
20260529,24750,-1800,5,11400,-14950,-945,281,-369,-23,96944,37787,46,2369,925,1,85544,52737,991,2089,1294,24
20260528,26550,-1000,5,-23215,23125,-10,-610,608,0,66586,56348,409,1757,1490,11,89801,33223,419,2368,882,11
20260527,27550,-950,5,26660,-26183,23,791,-776,1,105399,38045,409,3048,1085,12,78739,64228,386,2258,1861,11
20260526,28500,100,2,24561,-898,-305,732,-21,-9,104219,47685,322,3081,1409,10,79658,48583,627,2349,1430,18
20260522,28400,2900,2,20398,-20051,-577,588,-577,-17,87975,34236,108,2501,964,3,67577,54287,685,1913,1542,20
20260521,25500,400,2,-12925,13140,-205,-337,343,-5,34340,29882,38,893,780,1,47265,16742,243,1230,437,6
20260520,25100,-1100,5,-16699,30584,-13778,-421,769,-345,34032,49042,34,849,1230,1,50731,18458,13812,1270,461,346
20260519,26200,-700,5,-23099,23854,-1755,-589,609,-46,46139,46120,419,1191,1185,11,69238,22266,2174,1779,576,56
20260518,26900,-1150,5,-13631,17219,-6363,-343,442,-169,79161,65945,285,2072,1723,8,92792,48726,6648,2415,1281,176
20260515,28050,-2100,5,7873,-6525,1682,232,-192,48,78528,38179,4105,2252,1098,118,70655,44704,2423,2020,1290,71
20260514,30150,2300,2,-16839,60374,-47198,-484,1750,-1382,113014,124379,524,3324,3639,15,129853,64005,47722,3808,1889,1397
20260513,27850,-2050,5,16390,1387,-18172,483,10,-505,112029,45793,397,3176,1289,11,95639,44406,18569,2693,1279,516
20260512,29900,950,2,-19686,37920,-13204,-584,1128,-393,113941,83316,194,3428,2496,6,133627,45396,13398,4012,1367,399
20260511,28950,-2650,5,25115,4839,-28337,709,160,-822,202074,94346,3430,5923,2777,101,176959,89507,31767,5214,2617,923
20260508,31600,-1150,5,28779,-2368,-28066,916,-82,-886,99843,27975,550,3193,896,17,71064,30343,28616,2277,978,904
20260507,32750,-100,5,-26,-901,902,-1,-30,31,52024,22725,1289,1732,757,43,52050,23626,387,1733,787,13
20260506,32850,-1850,5,-25151,28776,-3336,-822,938,-107,130966,69999,4994,4275,2294,166,156117,41223,8330,5097,1356,273
20260504,34700,-1500,5,21224,-21281,-126,745,-747,-4,109567,12739,15,3878,457,1,88343,34020,141,3133,1204,5
20260430,36200,-2300,5,31061,-32146,731,1140,-1180,27,134010,15774,857,4938,585,32,102949,47920,126,3798,1765,5
20260429,38500,500,2,73807,-73703,-414,2828,-2824,-16,233923,36558,24,8968,1405,1,160116,110261,438,6140,4229,17
20260428,38000,-1500,5,8704,-22890,14672,313,-855,561,131088,36098,15102,4955,1370,577,122384,58988,430,4642,2225,16
20260427,39500,1850,2,11377,17931,-1962,458,720,-80,213056,84612,14868,8454,3363,591,201679,66681,16830,7996,2643,671
20260424,37650,950,2,11517,14874,356,441,564,14,148352,53679,1029,5642,2039,39,136835,38805,673,5201,1474,26
20260423,36700,-200,5,-3396,5016,821,-150,207,36,150215,58191,6104,5548,2167,228,153611,53175,5283,5698,1961,192
20260422,36900,450,2,-10086,3740,10020,-387,157,364,107505,44583,16193,3918,1643,589,117591,40843,6173,4305,1487,225
20260421,36450,-1700,5,95396,-78341,-18291,3477,-2857,-665,236729,27633,2145,8607,1008,79,141333,105974,20436,5130,3865,744
20260420,38150,350,2,42733,37601,-53756,1638,1452,-2066,179279,83256,52,6875,3197,2,136546,45655,53808,5237,1745,2068
20260417,37800,-1100,5,104040,54951,-79866,3960,2063,-3019,259489,135360,3088,9881,5135,119,155449,80409,82954,5922,3072,3138
