stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,2580,-110,5,-6598,6598,0,-17,17,0,12382,9000,155,32,23,0,18980,2402,155,48,6,0
20260601,2690,-70,5,-3833,3833,0,-10,10,0,32806,11935,795,91,33,2,36639,8102,795,101,23,2
20260529,2760,180,2,7134,-7134,0,25,-25,0,239165,37016,1883,710,109,5,232031,44150,1883,686,134,5
20260528,2580,-270,5,-6723,6626,0,-17,17,0,46531,12357,235,119,32,1,53254,5731,235,136,15,1
20260527,2850,-280,5,6,-64,-175,0,0,-1,16527,3430,70,48,10,0,16521,3494,245,48,10,1
20260526,3130,-105,5,-182,7,175,-1,0,1,6145,514,175,19,2,1,6327,507,0,20,2,0
20260522,3235,115,2,-389,389,0,-1,1,0,4158,576,0,13,2,0,4547,187,0,15,1,0
20260521,3120,20,2,105,37,-142,0,0,0,9153,640,176,29,2,1,9048,603,318,28,2,1
20260520,3100,-25,5,462,-603,141,1,-2,0,9870,774,162,30,2,0,9408,1377,21,29,4,0
20260519,3125,-60,5,-83,261,-178,0,1,-1,8391,662,1,26,2,0,8474,401,179,27,1,1
20260518,3185,-25,5,648,-824,176,2,-3,1,16134,3482,179,51,11,1,15486,4306,3,49,14,0
20260515,3210,-170,5,-1764,1919,-155,-6,6,-1,6390,2237,6,21,7,0,8154,318,161,27,1,1
20260514,3380,50,2,-661,661,0,-2,2,0,11724,917,0,39,3,0,12385,256,0,41,1,0
20260513,3330,-20,5,35,-35,0,0,0,0,5236,117,0,17,0,0,5201,152,0,17,1,0
20260512,3350,-130,5,2983,-1141,158,10,-4,1,13812,379,165,46,1,1,10829,1520,7,36,5,0
20260511,3480,-15,5,2196,-1176,0,8,-4,0,13367,216,161,46,1,1,11171,1392,161,39,5,1
20260508,3495,-85,5,505,-505,0,2,-2,0,12462,373,0,44,1,0,11957,878,0,42,3,0
20260507,3580,-30,5,322,-442,0,1,-2,0,20253,480,0,72,2,0,19931,922,0,71,3,0
20260506,3610,-65,5,-968,968,0,-3,3,0,14717,2962,0,53,11,0,15685,1994,0,56,7,0
20260504,3675,30,2,60,-160,0,0,-1,0,11979,1104,0,44,4,0,11919,1264,0,44,5,0
20260430,3645,-215,5,1486,-1486,0,6,-6,0,20917,3253,0,77,12,0,19431,4739,0,71,18,0
20260429,3860,-55,5,235,-235,0,1,-1,0,15088,370,0,58,1,0,14853,605,0,57,2,0
20260428,3915,45,2,-2175,2175,0,-8,8,0,25978,5110,0,101,20,0,28153,2935,0,110,12,0
20260427,3870,-40,5,-328,328,0,-1,1,0,16067,2387,0,61,9,0,16395,2059,0,63,8,0
20260424,3910,40,2,-656,910,0,-2,3,0,45957,5094,0,174,19,0,46613,4184,0,177,16,0
20260423,3870,275,2,2752,-3187,0,13,-15,0,377691,37677,0,1533,152,0,374939,40864,0,1519,167,0
20260422,3595,-125,5,-3564,1745,0,-13,6,0,69995,6962,0,253,25,0,73559,5217,0,266,19,0
20260421,3720,225,2,-397,-403,0,0,-3,0,510815,37515,0,2016,146,0,511212,37918,0,2015,149,0
20260420,3495,10,2,20,-20,0,0,0,0,11758,322,0,41,1,0,11738,342,0,41,1,0
20260417,3485,70,2,-130,130,0,0,0,0,11631,332,0,40,1,0,11761,202,0,41,1,0
