stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,1993,4,2,7903,97,-8000,16,0,-16,9116,98,0,18,0,0,1213,1,8000,2,0,16
20260601,1989,-10,5,-3020,20,3000,-6,0,6,78264,279,3000,156,1,6,81284,259,0,162,1,0
20260529,1999,-1,5,-1982,43,1939,-4,0,4,48,43,10000,0,0,20,2030,0,8061,4,0,16
20260528,2000,6,2,-5554,-1232,7986,-11,-2,16,1464,87,9042,3,0,18,7018,1319,1056,14,3,2
20260527,1994,-3,5,4343,228,-4571,9,0,-9,6524,228,88,13,0,0,2181,0,4659,4,0,9
20260526,1997,-2,5,792,227,-1019,2,0,-2,2221,229,0,4,0,0,1429,2,1019,3,0,2
20260522,1999,0,3,74,158,-232,0,0,0,1852,158,0,4,0,0,1778,0,232,4,0,0
20260521,1999,-1,5,720,178,-898,1,0,-2,2183,178,0,4,0,0,1463,0,898,3,0,2
20260520,2000,3,2,7783,0,-7783,16,0,-16,77839,0,0,156,0,0,70056,0,7783,140,0,16
20260519,1997,0,3,461,-817,356,1,-2,1,4729,66,1488,9,0,3,4268,883,1132,9,2,2
20260518,1997,-2,5,-6276,-216,6492,-13,0,13,14675,115,6492,29,0,13,20951,331,0,42,1,0
20260515,1999,0,3,6,0,-6,0,0,0,7333,0,0,15,0,0,7327,0,6,15,0,0
20260514,1999,-1,5,2071,-267,-1804,4,-1,-4,24976,443,1530,50,1,3,22905,710,3334,46,1,7
20260513,2000,0,3,1574,1465,-3039,3,3,-6,79671,1645,9529,159,3,19,78097,180,12568,156,0,25
20260512,2000,4,2,-1546,22,1524,-3,0,3,2315,22,1527,5,0,3,3861,0,3,8,0,0
20260511,1996,-1,5,-2622,1224,1398,-5,2,3,27698,1662,1575,55,3,3,30320,438,177,61,1,0
20260508,1997,-2,5,-85,47,38,0,0,0,10944,48,1519,22,0,3,11029,1,1481,22,0,3
20260507,1999,2,2,-1493,60,1433,-3,0,3,2773,60,1512,6,0,3,4266,0,79,9,0,0
20260506,1997,-3,5,-3915,229,2852,-8,0,6,22291,230,3000,45,0,6,26206,1,148,52,0,0
20260504,2000,1,2,-22,78,-56,0,0,0,2560,100,0,5,0,0,2582,22,56,5,0,0
20260430,1999,2,2,701,118,-819,1,0,-2,2474,135,0,5,0,0,1773,17,819,4,0,2
20260429,1997,-2,5,7675,192,-7867,15,0,-16,10456,192,0,21,0,0,2781,0,7867,6,0,16
20260428,1999,-1,5,-8706,168,8538,-17,0,17,4854,565,10000,10,1,20,13560,397,1462,27,1,3
20260427,2000,-5,5,-1613,1517,96,-3,3,0,31069,1517,3000,62,3,6,32682,0,2904,65,0,6
20260424,2005,0,3,3269,0,-3269,7,0,-7,9463,0,0,19,0,0,6194,0,3269,12,0,7
20260423,2005,-5,5,10706,0,-10706,21,0,-21,115417,0,1189,231,0,2,104711,0,11895,210,0,24
20260422,2010,5,2,794,0,-794,2,0,-2,5517,0,1471,11,0,3,4723,0,2265,9,0,5
20260421,2005,0,3,-1373,0,1373,-3,0,3,14098,0,5000,28,0,10,15471,0,3627,31,0,7
20260420,2005,0,3,-3251,-74,3325,-7,0,7,2778,0,4000,6,0,8,6029,74,675,12,0,1
20260417,2005,0,3,-6379,164,6215,-13,0,12,17101,654,11471,34,1,23,23480,490,5256,47,1,11
