stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,1994,0,3,4534,658,-6625,9,1,-13,20640,659,1375,41,1,3,16106,1,8000,32,0,16
20260601,1994,-4,5,-1368,0,1368,-3,0,3,4253,0,1368,8,0,3,5621,0,0,11,0,0
20260529,1998,10,2,-12162,160,10502,-24,0,21,9882,160,30300,20,0,60,22044,0,19798,44,0,39
20260528,1988,-7,5,9436,-972,-13221,19,-2,-26,15833,0,15000,32,0,30,6397,972,28221,13,2,56
20260527,1995,-4,5,-10154,1086,9068,-20,2,18,4458,1236,47957,9,2,96,14612,150,38889,29,0,78
20260526,1999,-1,5,-5481,0,5481,-11,0,11,408,0,5481,1,0,11,5889,0,0,12,0,0
20260522,2000,5,2,55088,-363,-56899,110,-1,-113,57663,158,0,115,0,0,2575,521,56899,5,1,113
20260521,1995,3,2,-204,-53,257,0,0,1,12094,44,257,24,0,1,12298,97,0,25,0,0
20260520,1992,-7,5,-141,141,0,0,0,0,59784,635,0,120,1,0,59925,494,0,120,1,0
20260519,1999,0,3,-45646,66,40193,-91,0,80,4261,66,40193,9,0,80,49907,0,0,100,0,0
20260518,1999,-1,5,-3331,94,0,-7,0,0,12294,188,0,25,0,0,15625,94,0,31,0,0
20260515,2000,1,2,-67191,8,67183,-134,0,134,4408,8,67183,9,0,134,71599,0,0,143,0,0
20260514,1999,-1,5,46517,-1012,-45505,93,-2,-91,56821,672,9000,113,1,18,10304,1684,54505,21,3,109
20260513,2000,2,2,-17279,288,16991,-35,1,34,14486,388,20416,29,1,41,31765,100,3425,63,0,7
20260512,1998,-2,5,64995,-165,-64842,129,0,-129,82952,459,0,165,1,0,17957,624,64842,36,1,129
20260511,2000,4,2,-4874,-742,5616,-10,-1,11,29550,38,20000,59,0,40,34424,780,14384,69,2,29
20260508,1996,-3,5,-2651,-349,3000,-5,-1,6,13621,96,5000,27,0,10,16272,445,2000,32,1,4
20260507,1999,3,2,-1091,-1409,2500,-2,-3,5,9253,71,5000,18,0,10,10344,1480,2500,21,3,5
20260506,1996,0,3,602,-2766,0,1,-6,0,22113,0,0,44,0,0,21511,2766,0,43,6,0
20260504,1996,-4,5,-18677,-1698,7299,-37,-3,15,35401,0,7299,71,0,15,54078,1698,0,108,3,0
20260430,2000,-5,5,63166,-14870,-48296,126,-30,-96,112530,120,40000,224,0,80,49364,14990,88296,99,30,176
20260429,2005,6,2,-12615,-4638,17253,-25,-9,35,12613,183,40000,25,0,80,25228,4821,22747,51,10,45
20260428,1999,0,3,40197,-8851,-31346,80,-18,-63,78094,346,32500,156,1,65,37897,9197,63846,76,18,128
20260427,1999,-6,5,34083,-1021,-33075,68,-2,-66,80564,144,44173,161,0,88,46481,1165,77248,93,2,154
20260424,2005,0,3,110482,-281,-120201,221,-1,-240,125267,374,31855,250,1,64,14785,655,152056,30,1,304
20260423,2005,5,2,34787,-1470,-33317,70,-3,-67,78968,60,1189,158,0,2,44181,1530,34506,88,3,69
20260422,2000,-10,5,39150,505,-39655,78,1,-79,73153,1050,1471,147,2,3,34003,545,41126,68,1,82
20260421,2010,0,3,56701,-166,-56535,113,0,-113,102558,458,70000,205,1,141,45857,624,126535,92,1,253
20260420,2010,5,2,56297,-92,-13100,112,0,-26,101025,0,73000,202,0,146,44728,92,86100,90,0,172
20260417,2005,-10,5,493353,-16470,-416776,987,-33,-834,537666,3512,188803,1076,7,378,44313,19982,605579,89,40,1212
