stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,1994,-3,5,-6641,141,6500,-13,0,13,16239,907,10500,32,2,21,22880,766,4000,46,2,8
20260601,1997,-2,5,-5394,-148,5542,-11,0,11,17012,1659,5542,34,3,11,22406,1807,0,45,4,0
20260529,1999,-6,5,-24812,4812,20000,-50,10,40,9087,5972,20000,18,12,40,33899,1160,0,68,2,0
20260528,2005,0,3,-1227,1227,0,-2,2,0,10794,1255,0,22,3,0,12021,28,0,24,0,0
20260527,2005,0,3,-13398,-462,13860,-27,-1,28,8860,0,13860,18,0,28,22258,462,0,45,1,0
20260526,2005,0,3,-25321,-1278,26599,-51,-3,53,17859,401,26599,36,1,53,43180,1679,0,87,3,0
20260522,2005,5,2,210,-210,0,0,0,0,18436,2,0,37,0,0,18226,212,0,36,0,0
20260521,2000,2,2,293,-293,0,1,-1,0,38688,980,0,77,2,0,38395,1273,0,77,3,0
20260520,1998,-2,5,-2808,-1879,4687,-6,-4,9,16594,158,4687,33,0,9,19402,2037,0,39,4,0
20260519,2000,-5,5,-49588,-618,50206,-99,-1,101,38965,337,50216,78,1,101,88553,955,10,177,2,0
20260518,2005,0,3,-7524,1038,6486,-15,2,13,9992,1266,6486,20,3,13,17516,228,0,35,0,0
20260515,2005,7,2,-23205,-1928,27133,-46,-4,54,13146,1543,27133,26,3,54,36351,3471,0,73,7,0
20260514,1998,-2,5,-9829,-1930,11759,-20,-4,24,31521,679,11759,63,1,24,41350,2609,0,83,5,0
20260513,2000,1,2,-28662,-6828,35490,-57,-14,71,15128,33,35490,30,0,71,43790,6861,0,88,14,0
20260512,1999,-1,5,-11218,-5308,16526,-22,-11,33,27430,734,16526,55,1,33,38648,6042,0,77,12,0
20260511,2000,0,3,-37504,973,36531,-75,2,73,12074,2681,36531,24,5,73,49578,1708,0,99,3,0
20260508,2000,1,2,-14482,-1372,15854,-29,-3,32,5962,156,15854,12,0,32,20444,1528,0,41,3,0
20260507,1999,-1,5,-18594,-2943,21537,-37,-6,43,37607,3441,21537,75,7,43,56201,6384,0,112,13,0
20260506,2000,1,2,-14011,-4403,18414,-28,-9,37,38349,541,19494,77,1,39,52360,4944,1080,105,10,2
20260504,1999,1,2,4739,-6542,1803,9,-13,4,35000,105,1803,70,0,4,30261,6647,0,61,13,0
20260430,1998,-2,5,-13425,-6575,20000,-27,-13,40,23545,485,20000,47,1,40,36970,7060,0,74,14,0
20260429,2000,0,3,-17495,-2505,20000,-35,-5,40,24143,1207,20000,48,2,40,41638,3712,0,83,7,0
20260428,2000,0,3,-48067,-3933,32000,-96,-8,64,28430,168,32000,57,0,64,76497,4101,0,153,8,0
20260427,2000,-10,5,510,-1010,500,1,-2,1,117702,5901,500,236,12,1,117192,6911,0,235,14,0
20260424,2010,0,3,-10167,-461,0,-21,-1,0,39416,299,0,79,1,0,49583,760,0,100,2,0
20260423,2010,-10,5,-715,715,0,-1,1,0,37065,1000,0,75,2,0,37780,285,0,76,1,0
20260422,2020,10,2,3455,-3455,0,7,-7,0,39794,0,0,80,0,0,36339,3455,0,73,7,0
20260421,2010,-5,5,-14410,-4590,20000,-29,-9,40,141948,2050,20000,287,4,40,156358,6640,0,316,13,0
20260420,2015,0,3,-36969,-387,36567,-74,-1,74,53436,1223,36567,108,2,74,90405,1610,0,182,3,0
20260417,2015,5,2,-63967,-6004,69971,-129,-12,141,30798,900,69971,62,2,141,94765,6904,0,191,14,0
