stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,5680,-80,5,-17499,16611,138,-98,93,1,24946,25733,657,141,145,4,42445,9122,519,239,52,3
20260601,5760,-210,5,5505,-6493,988,32,-38,6,60413,13569,1176,353,79,7,54908,20062,188,320,117,1
20260529,5970,-180,5,5182,-7180,-2,31,-43,0,74966,12595,203,442,75,1,69784,19775,205,411,118,1
20260528,6150,30,2,-190,199,-9,-1,1,0,47508,20665,156,286,125,1,47698,20466,165,287,124,1
20260527,6120,-250,5,20417,-20059,-142,126,-124,-1,101777,19839,32,629,123,0,81360,39898,174,503,247,1
20260526,6370,-100,5,-3846,3214,138,-24,20,1,47124,21446,553,306,139,4,50970,18232,415,331,119,3
20260522,6470,190,2,-14195,25866,-11664,-90,165,-75,34222,33669,0,219,215,0,48417,7803,11664,310,50,75
20260521,6280,100,2,1791,7454,-9240,11,47,-58,50392,29699,185,318,187,1,48601,22245,9425,306,140,59
20260520,6180,-260,5,-1182,10945,-9769,-7,67,-61,67823,33953,253,420,211,2,69005,23008,10022,427,143,62
20260519,6440,-140,5,-19339,31491,-12168,-125,203,-78,54172,45627,356,348,294,2,73511,14136,12524,472,91,80
20260518,6580,-120,5,-3088,2984,65,-19,18,0,56433,22646,642,366,147,4,59521,19662,577,385,129,4
20260515,6700,-150,5,52095,-39813,-12429,360,-275,-85,261213,67717,723,1818,478,5,209118,107530,13152,1458,753,90
20260514,6850,-30,5,36481,-17820,-18890,251,-123,-130,104094,22865,420,720,160,3,67613,40685,19310,468,283,133
20260513,6880,290,2,-22985,40471,-19258,-158,277,-131,318030,122146,3723,2201,845,25,341015,81675,22981,2359,568,156
20260512,6590,-170,5,46944,-39098,-7894,413,-360,-54,1626864,348511,3461,12248,2549,25,1579920,387609,11355,11835,2909,79
20260511,6760,-280,5,8019,-10048,0,55,-69,0,89681,19803,808,609,135,5,81662,29851,808,555,204,5
20260508,7040,100,2,4847,338,-5197,33,3,-36,49406,17066,0,344,120,0,44559,16728,5197,311,117,36
20260507,6940,-180,5,31083,-16347,-14836,217,-115,-103,96703,15483,144,674,108,1,65620,31830,14980,457,223,104
20260506,7120,-240,5,56881,-56945,14,407,-407,0,144443,9581,90,1032,68,1,87562,66526,76,625,476,1
20260504,7360,10,2,9209,-7502,-1707,67,-55,-13,44133,11179,0,326,84,0,34924,18681,1707,259,138,13
20260430,7350,-160,5,13505,-13199,0,100,-98,0,60009,6578,0,446,49,0,46504,19777,0,346,147,0
20260429,7510,-40,5,9560,-9067,-493,72,-68,-4,38286,6871,0,287,51,0,28726,15938,493,215,119,4
20260428,7550,-140,5,10047,-4266,-5781,77,-33,-44,38516,6840,0,293,52,0,28469,11106,5781,216,85,44
20260427,7690,10,2,16759,-6195,-10543,129,-47,-81,62527,14893,0,482,115,0,45768,21088,10543,354,163,81
20260424,7680,80,2,-756,10853,-10097,-5,82,-77,47663,33068,0,367,254,0,48419,22215,10097,372,171,77
20260423,7600,70,2,9762,483,-145,72,5,-1,54106,24052,0,407,182,0,44344,23569,145,334,177,1
20260422,7530,-90,5,8876,-3767,-5109,67,-29,-38,47738,14721,0,360,111,0,38862,18488,5109,293,139,38
20260421,7620,-80,5,13504,-10460,-2986,104,-81,-23,46682,9718,0,359,75,0,33178,20178,2986,255,155,23
20260420,7700,20,2,5268,-2090,-3236,40,-16,-25,29529,10222,1300,228,79,10,24261,12312,4536,187,95,35
20260417,7680,-110,5,10168,-1620,-8492,78,-13,-65,41812,15524,1300,322,120,10,31644,17144,9792,244,132,75
