stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,1976,2,2,-947,-11538,10323,-2,-23,20,87515,192,10323,173,0,20,88462,11730,0,175,23,0
20260601,1974,-7,5,-35668,-13332,49000,-71,-26,97,177468,410,49000,351,1,97,213136,13742,0,421,27,0
20260529,1981,0,3,-4106,-8894,11000,-8,-18,22,61826,557,11000,122,1,22,65932,9451,0,130,19,0
20260528,1981,0,3,-21392,-11539,29931,-42,-23,59,45038,34,29931,89,0,59,66430,11573,0,132,23,0
20260527,1981,-6,5,-49773,-8475,58248,-99,-17,116,57219,1651,58248,113,3,116,106992,10126,0,212,20,0
20260526,1987,4,2,-61809,-3143,64952,-123,-6,129,39782,142,64952,79,0,129,101591,3285,0,202,7,0
20260522,1983,-2,5,3829,-8427,4598,8,-17,9,40841,467,4598,81,1,9,37012,8894,0,73,18,0
20260521,1985,0,3,-4228,-4798,9126,-8,-10,18,63891,180,9126,127,0,18,68119,4978,0,135,10,0
20260520,1985,-5,5,-16440,-4306,20746,-33,-9,41,78424,69,20746,156,0,41,94864,4375,0,188,9,0
20260519,1990,7,2,-226083,12473,205931,-450,25,409,65403,17471,205931,130,35,409,291486,4998,0,580,10,0
20260518,1983,-1,5,-9402,-9169,18571,-19,-18,37,107470,926,18571,213,2,37,116872,10095,0,232,20,0
20260515,1984,-2,5,-44632,-3619,48351,-89,-7,96,106102,8,48351,211,0,96,150734,3627,0,299,7,0
20260514,1986,-8,5,-6737,5197,1540,-13,10,3,118816,5330,1540,236,11,3,125553,133,0,249,0,0
20260513,1994,9,2,-48569,-6965,55534,-97,-14,110,67256,9163,55534,133,18,110,115825,16128,0,230,32,0
20260512,1985,-5,5,-31350,-1986,33336,-62,-4,66,172809,3723,33336,343,7,66,204159,5709,0,405,11,0
20260511,1990,-7,5,-63529,23888,39641,-126,48,79,177161,26501,39641,352,53,79,240690,2613,0,479,5,0
20260508,1997,2,2,-100652,493,100159,-201,1,200,185286,7896,100159,368,16,200,285938,7403,0,569,15,0
20260507,1995,4,2,-19305,-5296,24601,-38,-11,49,223249,4446,24601,444,9,49,242554,9742,0,483,19,0
20260506,1991,-8,5,-75268,-4576,74273,-150,-9,148,428466,7070,74273,853,14,148,503734,11646,0,1004,23,0
20260504,1999,-1,5,-121273,10869,90470,-242,22,181,332038,15350,90470,663,31,181,453311,4481,0,905,9,0
20260430,2000,3,2,-344557,65677,278880,-689,132,558,227299,75353,278880,455,151,558,571856,9676,0,1144,19,0
20260429,1997,-18,5,-5665,-107232,112928,-11,-214,226,803269,15462,112928,1607,31,226,808934,122694,0,1619,245,0
20260428,2015,-110,5,-267378,165378,101969,-539,334,205,1059667,243370,101969,2141,492,205,1327045,77992,0,2680,158,0
20260427,2125,-450,5,8760,-5432,-628,22,-11,-2,3490167,188096,0,7770,434,0,3481407,193528,628,7748,444,2
20260424,2575,-160,5,-42384,40619,-1860,-76,76,-6,17156497,1241547,0,52831,3872,0,17198881,1200928,1860,52907,3796,6
20260423,2735,735,2,4248008,17459,-4058124,21228,114,-20540,188943954,3149526,12265,1095965,17950,63,184695946,3132067,4070389,1074737,17837,20603
