stck_bsop_date,stck_clpr,prdy_vrss,prdy_vrss_sign,prsn_ntby_qty,frgn_ntby_qty,orgn_ntby_qty,prsn_ntby_tr_pbmn,frgn_ntby_tr_pbmn,orgn_ntby_tr_pbmn,prsn_shnu_vol,frgn_shnu_vol,orgn_shnu_vol,prsn_shnu_tr_pbmn,frgn_shnu_tr_pbmn,orgn_shnu_tr_pbmn,prsn_seln_vol,frgn_seln_vol,orgn_seln_vol,prsn_seln_tr_pbmn,frgn_seln_tr_pbmn,orgn_seln_tr_pbmn
20260602,2005,0,3,-9265,0,0,-19,0,0,4318,0,0,9,0,0,13583,0,0,27,0,0
20260601,2005,-10,5,-51,51,0,0,0,0,4185,52,0,8,0,0,4236,1,0,8,0,0
20260529,2015,15,2,-10157,157,10000,-20,0,20,5710,157,10000,11,0,20,15867,0,0,32,0,0
20260528,2000,-10,5,439,-439,0,1,-1,0,2041,0,0,4,0,0,1602,439,0,3,1,0
20260527,2010,0,3,1288,-440,-848,3,-1,-2,2478,0,0,5,0,0,1190,440,848,2,1,2
20260526,2010,0,3,-8627,1019,7608,-17,2,15,16518,1019,7608,33,2,15,25145,0,0,50,0,0
20260522,2010,0,3,0,0,0,0,0,0,1939,0,0,4,0,0,1939,0,0,4,0,0
20260521,2010,0,3,0,0,0,0,0,0,1524,0,0,3,0,0,1524,0,0,3,0,0
20260520,2010,5,2,-41,41,0,0,0,0,24972,41,0,50,0,0,25013,0,0,50,0,0
20260519,2005,0,3,-132,132,0,0,0,0,8261,132,0,17,0,0,8393,0,0,17,0,0
20260518,2005,0,3,-300,300,0,-1,1,0,1566,300,0,3,1,0,1866,0,0,4,0,0
20260515,2005,0,3,-1788,-540,2328,-4,-1,5,3129,0,2328,6,0,5,4917,540,0,10,1,0
20260514,2005,-5,5,-10186,-50,10237,-20,0,20,5367,0,10237,11,0,20,15553,50,0,31,0,0
20260513,2010,0,3,2476,28,552,5,0,1,10324,28,552,21,0,1,7848,0,0,16,0,0
20260512,2010,10,2,12519,612,-13131,25,1,-26,51413,612,0,103,1,0,38894,0,13131,78,0,26
20260511,2000,-5,5,27022,-22,-27000,54,0,-54,36903,484,0,74,1,0,9881,506,27000,20,1,54
20260508,2005,-5,5,-48,48,0,0,0,0,2079,48,0,4,0,0,2127,0,0,4,0,0
20260507,2010,-10,5,-60,60,0,0,0,0,1485,60,0,3,0,0,1545,0,0,3,0,0
20260506,2020,10,2,-24496,2,23587,-50,0,48,11113,82,23587,22,0,48,35609,80,0,72,0,0
20260504,2010,-5,5,-163,163,0,0,0,0,3924,163,0,8,0,0,4087,0,0,8,0,0
20260430,2015,0,3,-118,118,0,0,0,0,8550,118,0,17,0,0,8668,0,0,17,0,0
20260429,2015,5,2,0,0,0,0,0,0,15090,0,0,30,0,0,15090,0,0,30,0,0
20260428,2010,0,3,0,0,0,0,0,0,5999,0,0,12,0,0,5999,0,0,12,0,0
20260427,2010,-10,5,0,0,0,0,0,0,868,0,0,2,0,0,868,0,0,2,0,0
20260424,2020,5,2,0,0,0,0,0,0,7872,0,0,16,0,0,7872,0,0,16,0,0
20260423,2015,5,2,0,0,0,0,0,0,89128,0,0,179,0,0,89128,0,0,179,0,0
20260422,2010,-15,5,-319,319,0,-1,1,0,36764,548,0,74,1,0,37083,229,0,74,0,0
20260421,2025,-10,5,0,0,0,0,0,0,1698,0,0,3,0,0,1698,0,0,3,0,0
20260420,2035,-5,5,0,0,0,0,0,0,3451,0,0,7,0,0,3451,0,0,7,0,0
20260417,2040,10,2,131,-25,-106,0,0,0,73342,89,0,149,0,0,73211,114,106,149,0,0
